split,source,group,duplicate_cluster,source_image,output_image,waldo_boxes
train,Hey-Waldo-negative,page:2,page:2,data/raw/Hey-Waldo/256/notwaldo/2_0_0.jpg,train/images/Hey-Waldo-negative_0094.jpg,0
train,Hey-Waldo-negative,page:2,page:2,data/raw/Hey-Waldo/256/notwaldo/2_0_2.jpg,train/images/Hey-Waldo-negative_0095.jpg,0
train,Hey-Waldo-negative,page:2,page:2,data/raw/Hey-Waldo/256/notwaldo/2_0_3.jpg,train/images/Hey-Waldo-negative_0096.jpg,0
train,Hey-Waldo-negative,page:2,page:2,data/raw/Hey-Waldo/256/notwaldo/2_1_1.jpg,train/images/Hey-Waldo-negative_0097.jpg,0
train,Hey-Waldo-negative,page:2,page:2,data/raw/Hey-Waldo/256/notwaldo/2_1_3.jpg,train/images/Hey-Waldo-negative_0098.jpg,0
train,Hey-Waldo-negative,page:2,page:2,data/raw/Hey-Waldo/256/notwaldo/2_2_0.jpg,train/images/Hey-Waldo-negative_0099.jpg,0
train,Hey-Waldo-negative,page:2,page:2,data/raw/Hey-Waldo/256/notwaldo/2_2_1.jpg,train/images/Hey-Waldo-negative_0100.jpg,0
train,Hey-Waldo-negative,page:2,page:2,data/raw/Hey-Waldo/256/notwaldo/2_2_2.jpg,train/images/Hey-Waldo-negative_0101.jpg,0
train,Hey-Waldo-negative,page:2,page:2,data/raw/Hey-Waldo/256/notwaldo/2_2_3.jpg,train/images/Hey-Waldo-negative_0102.jpg,0
train,Hey-Waldo-negative,page:2,page:2,data/raw/Hey-Waldo/256/notwaldo/2_3_0.jpg,train/images/Hey-Waldo-negative_0103.jpg,0
train,Hey-Waldo-negative,page:2,page:2,data/raw/Hey-Waldo/256/notwaldo/2_3_1.jpg,train/images/Hey-Waldo-negative_0104.jpg,0
train,Hey-Waldo-negative,page:2,page:2,data/raw/Hey-Waldo/256/notwaldo/2_3_2.jpg,train/images/Hey-Waldo-negative_0105.jpg,0
train,Hey-Waldo-negative,page:2,page:2,data/raw/Hey-Waldo/256/notwaldo/2_3_3.jpg,train/images/Hey-Waldo-negative_0106.jpg,0
train,Hey-Waldo-negative,page:3,page:3,data/raw/Hey-Waldo/256/notwaldo/3_0_0.jpg,train/images/Hey-Waldo-negative_0107.jpg,0
train,Hey-Waldo-negative,page:3,page:3,data/raw/Hey-Waldo/256/notwaldo/3_0_1.jpg,train/images/Hey-Waldo-negative_0108.jpg,0
train,Hey-Waldo-negative,page:3,page:3,data/raw/Hey-Waldo/256/notwaldo/3_0_2.jpg,train/images/Hey-Waldo-negative_0109.jpg,0
train,Hey-Waldo-negative,page:3,page:3,data/raw/Hey-Waldo/256/notwaldo/3_0_3.jpg,train/images/Hey-Waldo-negative_0110.jpg,0
train,Hey-Waldo-negative,page:3,page:3,data/raw/Hey-Waldo/256/notwaldo/3_1_0.jpg,train/images/Hey-Waldo-negative_0111.jpg,0
train,Hey-Waldo-negative,page:3,page:3,data/raw/Hey-Waldo/256/notwaldo/3_1_1.jpg,train/images/Hey-Waldo-negative_0112.jpg,0
train,Hey-Waldo-negative,page:3,page:3,data/raw/Hey-Waldo/256/notwaldo/3_1_2.jpg,train/images/Hey-Waldo-negative_0113.jpg,0
train,Hey-Waldo-negative,page:3,page:3,data/raw/Hey-Waldo/256/notwaldo/3_1_3.jpg,train/images/Hey-Waldo-negative_0114.jpg,0
train,Hey-Waldo-negative,page:3,page:3,data/raw/Hey-Waldo/256/notwaldo/3_2_0.jpg,train/images/Hey-Waldo-negative_0115.jpg,0
train,Hey-Waldo-negative,page:3,page:3,data/raw/Hey-Waldo/256/notwaldo/3_2_1.jpg,train/images/Hey-Waldo-negative_0116.jpg,0
train,Hey-Waldo-negative,page:3,page:3,data/raw/Hey-Waldo/256/notwaldo/3_2_2.jpg,train/images/Hey-Waldo-negative_0117.jpg,0
train,Hey-Waldo-negative,page:3,page:3,data/raw/Hey-Waldo/256/notwaldo/3_2_3.jpg,train/images/Hey-Waldo-negative_0118.jpg,0
train,Hey-Waldo-negative,page:3,page:3,data/raw/Hey-Waldo/256/notwaldo/3_3_2.jpg,train/images/Hey-Waldo-negative_0119.jpg,0
train,Hey-Waldo-negative,page:3,page:3,data/raw/Hey-Waldo/256/notwaldo/3_3_3.jpg,train/images/Hey-Waldo-negative_0120.jpg,0
train,Hey-Waldo-negative,page:4,page:4,data/raw/Hey-Waldo/256/notwaldo/4_0_0.jpg,train/images/Hey-Waldo-negative_0121.jpg,0
train,Hey-Waldo-negative,page:4,page:4,data/raw/Hey-Waldo/256/notwaldo/4_0_1.jpg,train/images/Hey-Waldo-negative_0122.jpg,0
train,Hey-Waldo-negative,page:4,page:4,data/raw/Hey-Waldo/256/notwaldo/4_1_0.jpg,train/images/Hey-Waldo-negative_0123.jpg,0
train,Hey-Waldo-negative,page:4,page:4,data/raw/Hey-Waldo/256/notwaldo/4_1_1.jpg,train/images/Hey-Waldo-negative_0124.jpg,0
train,Hey-Waldo-negative,page:4,page:4,data/raw/Hey-Waldo/256/notwaldo/4_1_2.jpg,train/images/Hey-Waldo-negative_0125.jpg,0
train,Hey-Waldo-negative,page:4,page:4,data/raw/Hey-Waldo/256/notwaldo/4_1_3.jpg,train/images/Hey-Waldo-negative_0126.jpg,0
train,Hey-Waldo-negative,page:4,page:4,data/raw/Hey-Waldo/256/notwaldo/4_2_0.jpg,train/images/Hey-Waldo-negative_0127.jpg,0
train,Hey-Waldo-negative,page:4,page:4,data/raw/Hey-Waldo/256/notwaldo/4_2_1.jpg,train/images/Hey-Waldo-negative_0128.jpg,0
train,Hey-Waldo-negative,page:4,page:4,data/raw/Hey-Waldo/256/notwaldo/4_2_2.jpg,train/images/Hey-Waldo-negative_0129.jpg,0
train,Hey-Waldo-negative,page:4,page:4,data/raw/Hey-Waldo/256/notwaldo/4_2_3.jpg,train/images/Hey-Waldo-negative_0130.jpg,0
train,Hey-Waldo-negative,page:4,page:4,data/raw/Hey-Waldo/256/notwaldo/4_3_0.jpg,train/images/Hey-Waldo-negative_0131.jpg,0
train,Hey-Waldo-negative,page:4,page:4,data/raw/Hey-Waldo/256/notwaldo/4_3_1.jpg,train/images/Hey-Waldo-negative_0132.jpg,0
train,Hey-Waldo-negative,page:4,page:4,data/raw/Hey-Waldo/256/notwaldo/4_3_3.jpg,train/images/Hey-Waldo-negative_0133.jpg,0
train,Hey-Waldo-negative,page:5,page:2,data/raw/Hey-Waldo/256/notwaldo/5_0_0.jpg,train/images/Hey-Waldo-negative_0134.jpg,0
train,Hey-Waldo-negative,page:5,page:2,data/raw/Hey-Waldo/256/notwaldo/5_0_2.jpg,train/images/Hey-Waldo-negative_0135.jpg,0
train,Hey-Waldo-negative,page:5,page:2,data/raw/Hey-Waldo/256/notwaldo/5_0_3.jpg,train/images/Hey-Waldo-negative_0136.jpg,0
train,Hey-Waldo-negative,page:5,page:2,data/raw/Hey-Waldo/256/notwaldo/5_1_2.jpg,train/images/Hey-Waldo-negative_0137.jpg,0
train,Hey-Waldo-negative,page:5,page:2,data/raw/Hey-Waldo/256/notwaldo/5_1_3.jpg,train/images/Hey-Waldo-negative_0138.jpg,0
train,Hey-Waldo-negative,page:5,page:2,data/raw/Hey-Waldo/256/notwaldo/5_2_0.jpg,train/images/Hey-Waldo-negative_0139.jpg,0
train,Hey-Waldo-negative,page:5,page:2,data/raw/Hey-Waldo/256/notwaldo/5_2_1.jpg,train/images/Hey-Waldo-negative_0140.jpg,0
train,Hey-Waldo-negative,page:5,page:2,data/raw/Hey-Waldo/256/notwaldo/5_2_2.jpg,train/images/Hey-Waldo-negative_0141.jpg,0
train,Hey-Waldo-negative,page:5,page:2,data/raw/Hey-Waldo/256/notwaldo/5_2_3.jpg,train/images/Hey-Waldo-negative_0142.jpg,0
train,Hey-Waldo-negative,page:5,page:2,data/raw/Hey-Waldo/256/notwaldo/5_3_0.jpg,train/images/Hey-Waldo-negative_0143.jpg,0
train,Hey-Waldo-negative,page:5,page:2,data/raw/Hey-Waldo/256/notwaldo/5_3_1.jpg,train/images/Hey-Waldo-negative_0144.jpg,0
train,Hey-Waldo-negative,page:5,page:2,data/raw/Hey-Waldo/256/notwaldo/5_3_2.jpg,train/images/Hey-Waldo-negative_0145.jpg,0
train,Hey-Waldo-negative,page:5,page:2,data/raw/Hey-Waldo/256/notwaldo/5_3_3.jpg,train/images/Hey-Waldo-negative_0146.jpg,0
train,Hey-Waldo-negative,page:6,page:3,data/raw/Hey-Waldo/256/notwaldo/6_0_0.jpg,train/images/Hey-Waldo-negative_0147.jpg,0
train,Hey-Waldo-negative,page:6,page:3,data/raw/Hey-Waldo/256/notwaldo/6_0_1.jpg,train/images/Hey-Waldo-negative_0148.jpg,0
train,Hey-Waldo-negative,page:6,page:3,data/raw/Hey-Waldo/256/notwaldo/6_0_2.jpg,train/images/Hey-Waldo-negative_0149.jpg,0
train,Hey-Waldo-negative,page:6,page:3,data/raw/Hey-Waldo/256/notwaldo/6_0_3.jpg,train/images/Hey-Waldo-negative_0150.jpg,0
train,Hey-Waldo-negative,page:6,page:3,data/raw/Hey-Waldo/256/notwaldo/6_1_0.jpg,train/images/Hey-Waldo-negative_0151.jpg,0
train,Hey-Waldo-negative,page:6,page:3,data/raw/Hey-Waldo/256/notwaldo/6_1_1.jpg,train/images/Hey-Waldo-negative_0152.jpg,0
train,Hey-Waldo-negative,page:6,page:3,data/raw/Hey-Waldo/256/notwaldo/6_1_2.jpg,train/images/Hey-Waldo-negative_0153.jpg,0
train,Hey-Waldo-negative,page:6,page:3,data/raw/Hey-Waldo/256/notwaldo/6_2_0.jpg,train/images/Hey-Waldo-negative_0154.jpg,0
train,Hey-Waldo-negative,page:6,page:3,data/raw/Hey-Waldo/256/notwaldo/6_2_1.jpg,train/images/Hey-Waldo-negative_0155.jpg,0
train,Hey-Waldo-negative,page:6,page:3,data/raw/Hey-Waldo/256/notwaldo/6_2_2.jpg,train/images/Hey-Waldo-negative_0156.jpg,0
train,Hey-Waldo-negative,page:6,page:3,data/raw/Hey-Waldo/256/notwaldo/6_2_3.jpg,train/images/Hey-Waldo-negative_0157.jpg,0
train,Hey-Waldo-negative,page:6,page:3,data/raw/Hey-Waldo/256/notwaldo/6_3_1.jpg,train/images/Hey-Waldo-negative_0158.jpg,0
train,Hey-Waldo-negative,page:6,page:3,data/raw/Hey-Waldo/256/notwaldo/6_3_2.jpg,train/images/Hey-Waldo-negative_0159.jpg,0
train,Hey-Waldo-negative,page:6,page:3,data/raw/Hey-Waldo/256/notwaldo/6_3_3.jpg,train/images/Hey-Waldo-negative_0160.jpg,0
train,Hey-Waldo-negative,page:7,page:7,data/raw/Hey-Waldo/256/notwaldo/7_0_0.jpg,train/images/Hey-Waldo-negative_0161.jpg,0
train,Hey-Waldo-negative,page:7,page:7,data/raw/Hey-Waldo/256/notwaldo/7_0_1.jpg,train/images/Hey-Waldo-negative_0162.jpg,0
train,Hey-Waldo-negative,page:7,page:7,data/raw/Hey-Waldo/256/notwaldo/7_0_2.jpg,train/images/Hey-Waldo-negative_0163.jpg,0
train,Hey-Waldo-negative,page:7,page:7,data/raw/Hey-Waldo/256/notwaldo/7_0_3.jpg,train/images/Hey-Waldo-negative_0164.jpg,0
train,Hey-Waldo-negative,page:7,page:7,data/raw/Hey-Waldo/256/notwaldo/7_1_0.jpg,train/images/Hey-Waldo-negative_0165.jpg,0
train,Hey-Waldo-negative,page:7,page:7,data/raw/Hey-Waldo/256/notwaldo/7_1_2.jpg,train/images/Hey-Waldo-negative_0166.jpg,0
train,Hey-Waldo-negative,page:7,page:7,data/raw/Hey-Waldo/256/notwaldo/7_1_3.jpg,train/images/Hey-Waldo-negative_0167.jpg,0
train,Hey-Waldo-negative,page:7,page:7,data/raw/Hey-Waldo/256/notwaldo/7_2_0.jpg,train/images/Hey-Waldo-negative_0168.jpg,0
train,Hey-Waldo-negative,page:7,page:7,data/raw/Hey-Waldo/256/notwaldo/7_2_1.jpg,train/images/Hey-Waldo-negative_0169.jpg,0
train,Hey-Waldo-negative,page:7,page:7,data/raw/Hey-Waldo/256/notwaldo/7_2_2.jpg,train/images/Hey-Waldo-negative_0170.jpg,0
train,Hey-Waldo-negative,page:7,page:7,data/raw/Hey-Waldo/256/notwaldo/7_2_3.jpg,train/images/Hey-Waldo-negative_0171.jpg,0
train,Hey-Waldo-negative,page:7,page:7,data/raw/Hey-Waldo/256/notwaldo/7_3_0.jpg,train/images/Hey-Waldo-negative_0172.jpg,0
train,Hey-Waldo-negative,page:7,page:7,data/raw/Hey-Waldo/256/notwaldo/7_3_2.jpg,train/images/Hey-Waldo-negative_0173.jpg,0
train,Hey-Waldo-negative,page:7,page:7,data/raw/Hey-Waldo/256/notwaldo/7_3_3.jpg,train/images/Hey-Waldo-negative_0174.jpg,0
val,Hey-Waldo-negative,page:8,page:8,data/raw/Hey-Waldo/256/notwaldo/8_0_0.jpg,val/images/Hey-Waldo-negative_0028.jpg,0
val,Hey-Waldo-negative,page:8,page:8,data/raw/Hey-Waldo/256/notwaldo/8_0_1.jpg,val/images/Hey-Waldo-negative_0029.jpg,0
val,Hey-Waldo-negative,page:8,page:8,data/raw/Hey-Waldo/256/notwaldo/8_0_2.jpg,val/images/Hey-Waldo-negative_0030.jpg,0
val,Hey-Waldo-negative,page:8,page:8,data/raw/Hey-Waldo/256/notwaldo/8_0_3.jpg,val/images/Hey-Waldo-negative_0031.jpg,0
val,Hey-Waldo-negative,page:8,page:8,data/raw/Hey-Waldo/256/notwaldo/8_1_0.jpg,val/images/Hey-Waldo-negative_0032.jpg,0
val,Hey-Waldo-negative,page:8,page:8,data/raw/Hey-Waldo/256/notwaldo/8_1_1.jpg,val/images/Hey-Waldo-negative_0033.jpg,0
val,Hey-Waldo-negative,page:8,page:8,data/raw/Hey-Waldo/256/notwaldo/8_1_2.jpg,val/images/Hey-Waldo-negative_0034.jpg,0
val,Hey-Waldo-negative,page:8,page:8,data/raw/Hey-Waldo/256/notwaldo/8_1_3.jpg,val/images/Hey-Waldo-negative_0035.jpg,0
val,Hey-Waldo-negative,page:8,page:8,data/raw/Hey-Waldo/256/notwaldo/8_2_0.jpg,val/images/Hey-Waldo-negative_0036.jpg,0
val,Hey-Waldo-negative,page:8,page:8,data/raw/Hey-Waldo/256/notwaldo/8_2_1.jpg,val/images/Hey-Waldo-negative_0037.jpg,0
val,Hey-Waldo-negative,page:8,page:8,data/raw/Hey-Waldo/256/notwaldo/8_2_2.jpg,val/images/Hey-Waldo-negative_0038.jpg,0
val,Hey-Waldo-negative,page:8,page:8,data/raw/Hey-Waldo/256/notwaldo/8_2_3.jpg,val/images/Hey-Waldo-negative_0039.jpg,0
val,Hey-Waldo-negative,page:8,page:8,data/raw/Hey-Waldo/256/notwaldo/8_3_0.jpg,val/images/Hey-Waldo-negative_0040.jpg,0
val,Hey-Waldo-negative,page:8,page:8,data/raw/Hey-Waldo/256/notwaldo/8_3_2.jpg,val/images/Hey-Waldo-negative_0041.jpg,0
val,Hey-Waldo-negative,page:8,page:8,data/raw/Hey-Waldo/256/notwaldo/8_3_3.jpg,val/images/Hey-Waldo-negative_0042.jpg,0
val,Hey-Waldo-negative,page:9,page:9,data/raw/Hey-Waldo/256/notwaldo/9_0_0.jpg,val/images/Hey-Waldo-negative_0043.jpg,0
val,Hey-Waldo-negative,page:9,page:9,data/raw/Hey-Waldo/256/notwaldo/9_0_1.jpg,val/images/Hey-Waldo-negative_0044.jpg,0
val,Hey-Waldo-negative,page:9,page:9,data/raw/Hey-Waldo/256/notwaldo/9_1_0.jpg,val/images/Hey-Waldo-negative_0045.jpg,0
val,Hey-Waldo-negative,page:9,page:9,data/raw/Hey-Waldo/256/notwaldo/9_1_2.jpg,val/images/Hey-Waldo-negative_0046.jpg,0
val,Hey-Waldo-negative,page:9,page:9,data/raw/Hey-Waldo/256/notwaldo/9_1_3.jpg,val/images/Hey-Waldo-negative_0047.jpg,0
val,Hey-Waldo-negative,page:9,page:9,data/raw/Hey-Waldo/256/notwaldo/9_2_0.jpg,val/images/Hey-Waldo-negative_0048.jpg,0
val,Hey-Waldo-negative,page:9,page:9,data/raw/Hey-Waldo/256/notwaldo/9_2_2.jpg,val/images/Hey-Waldo-negative_0049.jpg,0
val,Hey-Waldo-negative,page:9,page:9,data/raw/Hey-Waldo/256/notwaldo/9_2_3.jpg,val/images/Hey-Waldo-negative_0050.jpg,0
val,Hey-Waldo-negative,page:9,page:9,data/raw/Hey-Waldo/256/notwaldo/9_3_0.jpg,val/images/Hey-Waldo-negative_0051.jpg,0
val,Hey-Waldo-negative,page:9,page:9,data/raw/Hey-Waldo/256/notwaldo/9_3_1.jpg,val/images/Hey-Waldo-negative_0052.jpg,0
val,Hey-Waldo-negative,page:9,page:9,data/raw/Hey-Waldo/256/notwaldo/9_3_2.jpg,val/images/Hey-Waldo-negative_0053.jpg,0
val,Hey-Waldo-negative,page:9,page:9,data/raw/Hey-Waldo/256/notwaldo/9_3_3.jpg,val/images/Hey-Waldo-negative_0054.jpg,0
